,index,file_path,label,type,dataset,rank,suit,rank_num,brightness
1648,11,./data/train/five of spades/039.jpg,five of spades,five,train,five,spades,5,237.93000637755102
1649,11,./data/train/five of spades/040.jpg,five of spades,five,train,five,spades,5,228.40726642219389
1650,11,./data/train/five of spades/041.jpg,five of spades,five,train,five,spades,5,176.05719866071428
1651,11,./data/train/five of spades/042.jpg,five of spades,five,train,five,spades,5,12.337830835459183
1652,11,./data/train/five of spades/043.jpg,five of spades,five,train,five,spades,5,178.80375079719389
1653,11,./data/train/five of spades/044.jpg,five of spades,five,train,five,spades,5,215.4996412627551
1654,11,./data/train/five of spades/045.jpg,five of spades,five,train,five,spades,5,218.39219945790816
1655,11,./data/train/five of spades/046.jpg,five of spades,five,train,five,spades,5,217.3193957270408
1656,11,./data/train/five of spades/047.jpg,five of spades,five,train,five,spades,5,219.2848573022959
1657,11,./data/train/five of spades/048.jpg,five of spades,five,train,five,spades,5,231.67406728316325
1658,11,./data/train/five of spades/049.jpg,five of spades,five,train,five,spades,5,216.56628667091837
1659,11,./data/train/five of spades/050.jpg,five of spades,five,train,five,spades,5,220.66079400510205
1660,11,./data/train/five of spades/051.jpg,five of spades,five,train,five,spades,5,208.4280931122449
1661,11,./data/train/five of spades/052.jpg,five of spades,five,train,five,spades,5,211.89419244260205
1662,11,./data/train/five of spades/053.jpg,five of spades,five,train,five,spades,5,218.24479830994898
1663,11,./data/train/five of spades/054.jpg,five of spades,five,train,five,spades,5,229.85538903061226
1664,11,./data/train/five of spades/055.jpg,five of spades,five,train,five,spades,5,229.70818718112244
1665,11,./data/train/five of spades/056.jpg,five of spades,five,train,five,spades,5,204.53768734056123
1666,11,./data/train/five of spades/057.jpg,five of spades,five,train,five,spades,5,164.69897959183675
1667,11,./data/train/five of spades/058.jpg,five of spades,five,train,five,spades,5,233.51863440688774
1668,11,./data/train/five of spades/059.jpg,five of spades,five,train,five,spades,5,217.96231265943877
1669,11,./data/train/five of spades/060.jpg,five of spades,five,train,five,spades,5,225.24170918367346
1670,11,./data/train/five of spades/061.jpg,five of spades,five,train,five,spades,5,179.70073341836735
1671,11,./data/train/five of spades/062.jpg,five of spades,five,train,five,spades,5,210.3269889987245
1672,11,./data/train/five of spades/063.jpg,five of spades,five,train,five,spades,5,231.62095424107142
1673,11,./data/train/five of spades/064.jpg,five of spades,five,train,five,spades,5,227.34219547193877
1674,11,./data/train/five of spades/065.jpg,five of spades,five,train,five,spades,5,226.95360331632654
1675,11,./data/train/five of spades/066.jpg,five of spades,five,train,five,spades,5,221.8586973852041
1676,11,./data/train/five of spades/067.jpg,five of spades,five,train,five,spades,5,200.72807716836735
1677,11,./data/train/five of spades/068.jpg,five of spades,five,train,five,spades,5,185.04434390943877
1678,11,./data/train/five of spades/069.jpg,five of spades,five,train,five,spades,5,190.67468510841837
1679,11,./data/train/five of spades/070.jpg,five of spades,five,train,five,spades,5,29.19044961734694
1680,11,./data/train/five of spades/071.jpg,five of spades,five,train,five,spades,5,203.3900071747449
1681,11,./data/train/five of spades/072.jpg,five of spades,five,train,five,spades,5,209.44738520408163
1682,11,./data/train/five of spades/073.jpg,five of spades,five,train,five,spades,5,236.00695551658163
1683,11,./data/train/five of spades/074.jpg,five of spades,five,train,five,spades,5,186.43191964285714
1684,11,./data/train/five of spades/075.jpg,five of spades,five,train,five,spades,5,215.98166454081633
1685,11,./data/train/five of spades/076.jpg,five of spades,five,train,five,spades,5,196.02921715561226
1686,11,./data/train/five of spades/077.jpg,five of spades,five,train,five,spades,5,184.12456154336735
1687,11,./data/train/five of spades/078.jpg,five of spades,five,train,five,spades,5,227.93118223852042
1688,11,./data/train/five of spades/079.jpg,five of spades,five,train,five,spades,5,206.94856106505102
1689,11,./data/train/five of spades/080.jpg,five of spades,five,train,five,spades,5,50.494838169642854
1690,11,./data/train/five of spades/081.jpg,five of spades,five,train,five,spades,5,34.23104671556123
1691,11,./data/train/five of spades/082.jpg,five of spades,five,train,five,spades,5,208.03635204081633
1692,11,./data/train/five of spades/083.jpg,five of spades,five,train,five,spades,5,154.75191326530611
1693,11,./data/train/five of spades/084.jpg,five of spades,five,train,five,spades,5,240.00330835459184
1694,11,./data/train/five of spades/085.jpg,five of spades,five,train,five,spades,5,180.30813536352042
1695,11,./data/train/five of spades/086.jpg,five of spades,five,train,five,spades,5,209.4362643494898
1696,11,./data/train/five of spades/087.jpg,five of spades,five,train,five,spades,5,156.98949697066325
1697,11,./data/train/five of spades/088.jpg,five of spades,five,train,five,spades,5,204.49675143494898
1698,11,./data/train/five of spades/089.jpg,five of spades,five,train,five,spades,5,212.57878268494898
1699,11,./data/train/five of spades/090.jpg,five of spades,five,train,five,spades,5,213.2118542729592
1700,11,./data/train/five of spades/091.jpg,five of spades,five,train,five,spades,5,29.2652662627551
1701,11,./data/train/five of spades/092.jpg,five of spades,five,train,five,spades,5,177.26739875637756
1702,11,./data/train/five of spades/093.jpg,five of spades,five,train,five,spades,5,216.82202646683675
1703,11,./data/train/five of spades/094.jpg,five of spades,five,train,five,spades,5,221.86481584821428
1704,11,./data/train/five of spades/095.jpg,five of spades,five,train,five,spades,5,203.43074378188774
1705,11,./data/train/five of spades/096.jpg,five of spades,five,train,five,spades,5,122.32222576530613
1706,11,./data/train/five of spades/097.jpg,five of spades,five,train,five,spades,5,37.512675382653065
1707,11,./data/train/five of spades/098.jpg,five of spades,five,train,five,spades,5,188.65652901785714
1708,11,./data/train/five of spades/099.jpg,five of spades,five,train,five,spades,5,53.53037308673469
1709,11,./data/train/five of spades/100.jpg,five of spades,five,train,five,spades,5,230.2435227997449
1710,11,./data/train/five of spades/101.jpg,five of spades,five,train,five,spades,5,58.92193478954081
1711,11,./data/train/five of spades/102.jpg,five of spades,five,train,five,spades,5,164.10780054209184
1712,11,./data/train/five of spades/103.jpg,five of spades,five,train,five,spades,5,226.33352598852042
1713,11,./data/train/five of spades/104.jpg,five of spades,five,train,five,spades,5,206.84408880739795
1714,11,./data/train/five of spades/105.jpg,five of spades,five,train,five,spades,5,166.67476482780611
1715,11,./data/train/five of spades/106.jpg,five of spades,five,train,five,spades,5,128.6922831632653
1716,11,./data/train/five of spades/107.jpg,five of spades,five,train,five,spades,5,245.60016741071428
1717,11,./data/train/five of spades/108.jpg,five of spades,five,train,five,spades,5,90.16585618622449
1718,11,./data/train/five of spades/109.jpg,five of spades,five,train,five,spades,5,72.07310267857143
1719,11,./data/train/five of spades/110.jpg,five of spades,five,train,five,spades,5,29.693160076530614
1720,11,./data/train/five of spades/111.jpg,five of spades,five,train,five,spades,5,195.6125637755102
1721,11,./data/train/five of spades/112.jpg,five of spades,five,train,five,spades,5,219.55486686862244
1722,11,./data/train/five of spades/113.jpg,five of spades,five,train,five,spades,5,226.71727519132654
1723,11,./data/train/five of spades/114.jpg,five of spades,five,train,five,spades,5,139.24996014030611
1724,11,./data/train/five of spades/115.jpg,five of spades,five,train,five,spades,5,112.8128587372449
1725,11,./data/train/five of spades/116.jpg,five of spades,five,train,five,spades,5,199.4807278380102
1726,11,./data/train/five of spades/117.jpg,five of spades,five,train,five,spades,5,166.43624441964286
1727,11,./data/train/five of spades/118.jpg,five of spades,five,train,five,spades,5,169.27489237882654
1728,11,./data/train/five of spades/119.jpg,five of spades,five,train,five,spades,5,220.0343391262755
1729,11,./data/train/five of spades/120.jpg,five of spades,five,train,five,spades,5,185.89182079081633
1730,11,./data/train/five of spades/121.jpg,five of spades,five,train,five,spades,5,236.9169921875
1731,11,./data/train/five of spades/122.jpg,five of spades,five,train,five,spades,5,151.45561623086735
1732,11,./data/train/five of spades/123.jpg,five of spades,five,train,five,spades,5,222.6818000637755
1733,11,./data/train/five of spades/124.jpg,five of spades,five,train,five,spades,5,178.24746890943877
1734,11,./data/train/five of spades/125.jpg,five of spades,five,train,five,spades,5,127.0086894132653
1735,11,./data/train/five of spades/126.jpg,five of spades,five,train,five,spades,5,208.97554607780611
1736,11,./data/train/five of spades/127.jpg,five of spades,five,train,five,spades,5,223.70946269132654
1737,11,./data/train/five of spades/128.jpg,five of spades,five,train,five,spades,5,215.61965880102042
1738,11,./data/train/five of spades/129.jpg,five of spades,five,train,five,spades,5,187.43624441964286
1739,11,./data/train/five of spades/130.jpg,five of spades,five,train,five,spades,5,70.00823102678571
1740,11,./data/train/five of spades/131.jpg,five of spades,five,train,five,spades,5,218.4472058354592
1741,11,./data/train/five of spades/132.jpg,five of spades,five,train,five,spades,5,209.68881536989795
1742,11,./data/train/five of spades/133.jpg,five of spades,five,train,five,spades,5,217.74312420280611
1743,11,./data/train/five of spades/134.jpg,five of spades,five,train,five,spades,5,227.39883609693877
1744,11,./data/train/five of spades/135.jpg,five of spades,five,train,five,spades,5,218.23929767219389
1745,11,./data/train/five of spades/136.jpg,five of spades,five,train,five,spades,5,183.82963966836735
1746,11,./data/train/five of spades/137.jpg,five of spades,five,train,five,spades,5,233.0266262755102
1747,11,./data/train/five of spades/138.jpg,five of spades,five,train,five,spades,5,228.0484693877551
1748,11,./data/train/five of spades/139.jpg,five of spades,five,train,five,spades,5,137.46599968112244
1749,11,./data/train/five of spades/140.jpg,five of spades,five,train,five,spades,5,214.80428890306123
1750,11,./data/train/five of spades/141.jpg,five of spades,five,train,five,spades,5,176.6036152742347
1751,11,./data/train/five of spades/142.jpg,five of spades,five,train,five,spades,5,173.34829400510205
1752,11,./data/train/five of spades/143.jpg,five of spades,five,train,five,spades,5,175.70701132015307
1753,11,./data/train/five of spades/144.jpg,five of spades,five,train,five,spades,5,167.55416932397958
1754,11,./data/train/five of spades/145.jpg,five of spades,five,train,five,spades,5,124.82748724489795
1755,11,./data/train/five of spades/146.jpg,five of spades,five,train,five,spades,5,209.5837850765306
1756,11,./data/train/five of spades/147.jpg,five of spades,five,train,five,spades,5,232.59998804209184
1757,11,./data/train/five of spades/148.jpg,five of spades,five,train,five,spades,5,222.25837053571428
1758,11,./data/train/five of spades/149.jpg,five of spades,five,train,five,spades,5,143.8332669005102
1759,11,./data/train/five of spades/150.jpg,five of spades,five,train,five,spades,5,141.73816167091837
1760,11,./data/train/five of spades/151.jpg,five of spades,five,train,five,spades,5,221.37185108418367
1761,11,./data/train/five of spades/152.jpg,five of spades,five,train,five,spades,5,111.00691565688776
1762,11,./data/train/five of spades/153.jpg,five of spades,five,train,five,spades,5,218.11858258928572
1763,11,./data/train/five of spades/154.jpg,five of spades,five,train,five,spades,5,209.52110570790816
1764,11,./data/train/five of spades/155.jpg,five of spades,five,train,five,spades,5,218.96540178571428
1765,11,./data/train/five of spades/156.jpg,five of spades,five,train,five,spades,5,225.64014668367346
1766,11,./data/train/five of spades/157.jpg,five of spades,five,train,five,spades,5,200.3749003507653
1767,11,./data/train/five of spades/158.jpg,five of spades,five,train,five,spades,5,34.352519132653065
1768,12,./data/train/four of clubs/001.jpg,four of clubs,four,train,four,clubs,4,222.1794882015306
1769,12,./data/train/four of clubs/002.jpg,four of clubs,four,train,four,clubs,4,172.7542649872449
1770,12,./data/train/four of clubs/003.jpg,four of clubs,four,train,four,clubs,4,216.1598971619898
1771,12,./data/train/four of clubs/004.jpg,four of clubs,four,train,four,clubs,4,26.769252232142858
1772,12,./data/train/four of clubs/005.jpg,four of clubs,four,train,four,clubs,4,164.3006218112245
1773,12,./data/train/four of clubs/006.jpg,four of clubs,four,train,four,clubs,4,222.49862484056123
1774,12,./data/train/four of clubs/007.jpg,four of clubs,four,train,four,clubs,4,216.91964285714286
1775,12,./data/train/four of clubs/008.jpg,four of clubs,four,train,four,clubs,4,232.01570471938774
1776,12,./data/train/four of clubs/009.jpg,four of clubs,four,train,four,clubs,4,224.82924107142858
1777,12,./data/train/four of clubs/010.jpg,four of clubs,four,train,four,clubs,4,200.24728954081633
1778,12,./data/train/four of clubs/011.jpg,four of clubs,four,train,four,clubs,4,224.6306999362245
1779,12,./data/train/four of clubs/012.jpg,four of clubs,four,train,four,clubs,4,220.31895727040816
1780,12,./data/train/four of clubs/013.jpg,four of clubs,four,train,four,clubs,4,223.04942602040816
1781,12,./data/train/four of clubs/014.jpg,four of clubs,four,train,four,clubs,4,222.69405691964286
1782,12,./data/train/four of clubs/015.jpg,four of clubs,four,train,four,clubs,4,180.5723652742347
1783,12,./data/train/four of clubs/016.jpg,four of clubs,four,train,four,clubs,4,211.32003348214286
1784,12,./data/train/four of clubs/017.jpg,four of clubs,four,train,four,clubs,4,226.6893534757653
1785,12,./data/train/four of clubs/018.jpg,four of clubs,four,train,four,clubs,4,123.34488600127551
1786,12,./data/train/four of clubs/019.jpg,four of clubs,four,train,four,clubs,4,11.608458227040817
1787,12,./data/train/four of clubs/020.jpg,four of clubs,four,train,four,clubs,4,195.4703443877551
1788,12,./data/train/four of clubs/021.jpg,four of clubs,four,train,four,clubs,4,223.4325573979592
1789,12,./data/train/four of clubs/022.jpg,four of clubs,four,train,four,clubs,4,225.58689413265307
1790,12,./data/train/four of clubs/023.jpg,four of clubs,four,train,four,clubs,4,187.76600366709184
1791,12,./data/train/four of clubs/024.jpg,four of clubs,four,train,four,clubs,4,25.861447704081634
1792,12,./data/train/four of clubs/025.jpg,four of clubs,four,train,four,clubs,4,195.2242506377551
1793,12,./data/train/four of clubs/026.jpg,four of clubs,four,train,four,clubs,4,210.5944276147959
1794,12,./data/train/four of clubs/027.jpg,four of clubs,four,train,four,clubs,4,200.48774314413265
1795,12,./data/train/four of clubs/028.jpg,four of clubs,four,train,four,clubs,4,221.9667370854592
1796,12,./data/train/four of clubs/029.jpg,four of clubs,four,train,four,clubs,4,219.32952008928572
1797,12,./data/train/four of clubs/030.jpg,four of clubs,four,train,four,clubs,4,230.54514110331633
1798,12,./data/train/four of clubs/031.jpg,four of clubs,four,train,four,clubs,4,230.73046875
1799,12,./data/train/four of clubs/032.jpg,four of clubs,four,train,four,clubs,4,179.5018534757653
1800,12,./data/train/four of clubs/033.jpg,four of clubs,four,train,four,clubs,4,38.17109773596939
1801,12,./data/train/four of clubs/034.jpg,four of clubs,four,train,four,clubs,4,229.17121731505102
1802,12,./data/train/four of clubs/035.jpg,four of clubs,four,train,four,clubs,4,228.53455835459184
1803,12,./data/train/four of clubs/036.jpg,four of clubs,four,train,four,clubs,4,30.627730389030614
1804,12,./data/train/four of clubs/037.jpg,four of clubs,four,train,four,clubs,4,209.62661431760205
1805,12,./data/train/four of clubs/038.jpg,four of clubs,four,train,four,clubs,4,225.2171556122449
1806,12,./data/train/four of clubs/039.jpg,four of clubs,four,train,four,clubs,4,217.22058354591837
1807,12,./data/train/four of clubs/040.jpg,four of clubs,four,train,four,clubs,4,240.8636399872449
1808,12,./data/train/four of clubs/041.jpg,four of clubs,four,train,four,clubs,4,29.125757334183675
1809,12,./data/train/four of clubs/042.jpg,four of clubs,four,train,four,clubs,4,221.05855389030611
1810,12,./data/train/four of clubs/043.jpg,four of clubs,four,train,four,clubs,4,224.88020169005102
1811,12,./data/train/four of clubs/044.jpg,four of clubs,four,train,four,clubs,4,195.03812579719389
1812,12,./data/train/four of clubs/045.jpg,four of clubs,four,train,four,clubs,4,32.989955357142854
1813,12,./data/train/four of clubs/046.jpg,four of clubs,four,train,four,clubs,4,227.36108896683675
1814,12,./data/train/four of clubs/047.jpg,four of clubs,four,train,four,clubs,4,221.94963727678572
1815,12,./data/train/four of clubs/048.jpg,four of clubs,four,train,four,clubs,4,158.4030612244898
1816,12,./data/train/four of clubs/049.jpg,four of clubs,four,train,four,clubs,4,241.86892139668367
1817,12,./data/train/four of clubs/050.jpg,four of clubs,four,train,four,clubs,4,188.44838169642858
1818,12,./data/train/four of clubs/051.jpg,four of clubs,four,train,four,clubs,4,154.80650111607142
1819,12,./data/train/four of clubs/052.jpg,four of clubs,four,train,four,clubs,4,227.40080915178572
1820,12,./data/train/four of clubs/053.jpg,four of clubs,four,train,four,clubs,4,213.93132174744898
1821,12,./data/train/four of clubs/054.jpg,four of clubs,four,train,four,clubs,4,215.90876116071428
1822,12,./data/train/four of clubs/055.jpg,four of clubs,four,train,four,clubs,4,170.61063058035714
1823,12,./data/train/four of clubs/056.jpg,four of clubs,four,train,four,clubs,4,31.206094547193878
1824,12,./data/train/four of clubs/057.jpg,four of clubs,four,train,four,clubs,4,196.88825334821428
1825,12,./data/train/four of clubs/058.jpg,four of clubs,four,train,four,clubs,4,235.39060507015307
1826,12,./data/train/four of clubs/059.jpg,four of clubs,four,train,four,clubs,4,222.74770806760205
1827,12,./data/train/four of clubs/060.jpg,four of clubs,four,train,four,clubs,4,200.4110331632653
1828,12,./data/train/four of clubs/061.jpg,four of clubs,four,train,four,clubs,4,233.29434390943877
1829,12,./data/train/four of clubs/062.jpg,four of clubs,four,train,four,clubs,4,181.05871332908163
1830,12,./data/train/four of clubs/063.jpg,four of clubs,four,train,four,clubs,4,229.74760841836735
1831,12,./data/train/four of clubs/064.jpg,four of clubs,four,train,four,clubs,4,195.72891422193877
1832,12,./data/train/four of clubs/065.jpg,four of clubs,four,train,four,clubs,4,186.17010124362244
1833,12,./data/train/four of clubs/066.jpg,four of clubs,four,train,four,clubs,4,202.45920360331633
1834,12,./data/train/four of clubs/067.jpg,four of clubs,four,train,four,clubs,4,114.11069036989795
1835,12,./data/train/four of clubs/068.jpg,four of clubs,four,train,four,clubs,4,233.5176379145408
1836,12,./data/train/four of clubs/069.jpg,four of clubs,four,train,four,clubs,4,185.68185985331633
1837,12,./data/train/four of clubs/070.jpg,four of clubs,four,train,four,clubs,4,159.04536033163265
1838,12,./data/train/four of clubs/071.jpg,four of clubs,four,train,four,clubs,4,229.06016820790816
1839,12,./data/train/four of clubs/072.jpg,four of clubs,four,train,four,clubs,4,200.4207389987245
1840,12,./data/train/four of clubs/073.jpg,four of clubs,four,train,four,clubs,4,165.96681680484693
1841,12,./data/train/four of clubs/074.jpg,four of clubs,four,train,four,clubs,4,190.85287786989795
1842,12,./data/train/four of clubs/075.jpg,four of clubs,four,train,four,clubs,4,234.21145567602042
1843,12,./data/train/four of clubs/076.jpg,four of clubs,four,train,four,clubs,4,152.20043447066325
1844,12,./data/train/four of clubs/077.jpg,four of clubs,four,train,four,clubs,4,210.00651705994898
1845,12,./data/train/four of clubs/078.jpg,four of clubs,four,train,four,clubs,4,195.44475446428572
1846,12,./data/train/four of clubs/079.jpg,four of clubs,four,train,four,clubs,4,180.5555046237245
1847,12,./data/train/four of clubs/080.jpg,four of clubs,four,train,four,clubs,4,212.7076490752551
1848,12,./data/train/four of clubs/081.jpg,four of clubs,four,train,four,clubs,4,162.38500478316325
1849,12,./data/train/four of clubs/082.jpg,four of clubs,four,train,four,clubs,4,229.60295758928572
1850,12,./data/train/four of clubs/083.jpg,four of clubs,four,train,four,clubs,4,228.04653619260205
1851,12,./data/train/four of clubs/084.jpg,four of clubs,four,train,four,clubs,4,214.57531489158163
1852,12,./data/train/four of clubs/085.jpg,four of clubs,four,train,four,clubs,4,218.66788903061226
1853,12,./data/train/four of clubs/086.jpg,four of clubs,four,train,four,clubs,4,212.51281489158163
1854,12,./data/train/four of clubs/087.jpg,four of clubs,four,train,four,clubs,4,176.09663982780611
1855,12,./data/train/four of clubs/088.jpg,four of clubs,four,train,four,clubs,4,227.12954400510205
1856,12,./data/train/four of clubs/089.jpg,four of clubs,four,train,four,clubs,4,120.02511160714286
1857,12,./data/train/four of clubs/090.jpg,four of clubs,four,train,four,clubs,4,158.96691645408163
1858,12,./data/train/four of clubs/091.jpg,four of clubs,four,train,four,clubs,4,212.3243781887755
1859,12,./data/train/four of clubs/092.jpg,four of clubs,four,train,four,clubs,4,205.07073102678572
1860,12,./data/train/four of clubs/093.jpg,four of clubs,four,train,four,clubs,4,226.41147161989795
1861,12,./data/train/four of clubs/094.jpg,four of clubs,four,train,four,clubs,4,230.7841796875
1862,12,./data/train/four of clubs/095.jpg,four of clubs,four,train,four,clubs,4,230.78465800382654
1863,12,./data/train/four of clubs/096.jpg,four of clubs,four,train,four,clubs,4,214.17468510841837
1864,12,./data/train/four of clubs/097.jpg,four of clubs,four,train,four,clubs,4,185.857421875
1865,12,./data/train/four of clubs/098.jpg,four of clubs,four,train,four,clubs,4,227.7405931122449
1866,12,./data/train/four of clubs/099.jpg,four of clubs,four,train,four,clubs,4,216.8239596619898
1867,12,./data/train/four of clubs/100.jpg,four of clubs,four,train,four,clubs,4,222.67586096938774
1868,12,./data/train/four of clubs/101.jpg,four of clubs,four,train,four,clubs,4,205.45930325255102
1869,12,./data/train/four of clubs/102.jpg,four of clubs,four,train,four,clubs,4,234.27622767857142
1870,12,./data/train/four of clubs/103.jpg,four of clubs,four,train,four,clubs,4,224.96213329081633
1871,12,./data/train/four of clubs/104.jpg,four of clubs,four,train,four,clubs,4,130.63526387117346
1872,12,./data/train/four of clubs/105.jpg,four of clubs,four,train,four,clubs,4,225.2786192602041
1873,12,./data/train/four of clubs/106.jpg,four of clubs,four,train,four,clubs,4,224.80666055484693
1874,12,./data/train/four of clubs/107.jpg,four of clubs,four,train,four,clubs,4,200.64102359693877
1875,12,./data/train/four of clubs/108.jpg,four of clubs,four,train,four,clubs,4,194.0745176977041
1876,12,./data/train/four of clubs/109.jpg,four of clubs,four,train,four,clubs,4,246.1240234375
1877,12,./data/train/four of clubs/110.jpg,four of clubs,four,train,four,clubs,4,199.12938456632654
1878,12,./data/train/four of clubs/111.jpg,four of clubs,four,train,four,clubs,4,226.63875159438774
1879,12,./data/train/four of clubs/112.jpg,four of clubs,four,train,four,clubs,4,163.13572225765307
1880,12,./data/train/four of clubs/113.jpg,four of clubs,four,train,four,clubs,4,159.03049266581633
1881,12,./data/train/four of clubs/114.jpg,four of clubs,four,train,four,clubs,4,230.8348612882653
1882,12,./data/train/four of clubs/115.jpg,four of clubs,four,train,four,clubs,4,246.35453204719389
1883,12,./data/train/four of clubs/116.jpg,four of clubs,four,train,four,clubs,4,209.91687260841837
1884,12,./data/train/four of clubs/117.jpg,four of clubs,four,train,four,clubs,4,221.43253746811226
1885,12,./data/train/four of clubs/118.jpg,four of clubs,four,train,four,clubs,4,217.87280771683675
1886,12,./data/train/four of clubs/119.jpg,four of clubs,four,train,four,clubs,4,216.41043526785714
1887,12,./data/train/four of clubs/120.jpg,four of clubs,four,train,four,clubs,4,186.97534677933675
1888,12,./data/train/four of clubs/121.jpg,four of clubs,four,train,four,clubs,4,99.99236686862245
1889,12,./data/train/four of clubs/122.jpg,four of clubs,four,train,four,clubs,4,239.4286511479592
1890,12,./data/train/four of clubs/123.jpg,four of clubs,four,train,four,clubs,4,200.6296237244898
1891,12,./data/train/four of clubs/124.jpg,four of clubs,four,train,four,clubs,4,201.62081473214286
1892,12,./data/train/four of clubs/125.jpg,four of clubs,four,train,four,clubs,4,143.1943957270408
1893,12,./data/train/four of clubs/126.jpg,four of clubs,four,train,four,clubs,4,200.07208625637756
1894,12,./data/train/four of clubs/127.jpg,four of clubs,four,train,four,clubs,4,195.25701530612244
1895,12,./data/train/four of clubs/128.jpg,four of clubs,four,train,four,clubs,4,224.0631178252551
1896,12,./data/train/four of clubs/129.jpg,four of clubs,four,train,four,clubs,4,196.37378427933675
1897,12,./data/train/four of clubs/130.jpg,four of clubs,four,train,four,clubs,4,209.1589205994898
1898,12,./data/train/four of clubs/131.jpg,four of clubs,four,train,four,clubs,4,224.3537747130102
1899,12,./data/train/four of clubs/132.jpg,four of clubs,four,train,four,clubs,4,228.8674465880102
1900,12,./data/train/four of clubs/133.jpg,four of clubs,four,train,four,clubs,4,224.7454161352041
1901,12,./data/train/four of clubs/134.jpg,four of clubs,four,train,four,clubs,4,160.14997209821428
1902,12,./data/train/four of clubs/135.jpg,four of clubs,four,train,four,clubs,4,142.4812460140306
1903,12,./data/train/four of clubs/136.jpg,four of clubs,four,train,four,clubs,4,200.88442681760205
1904,12,./data/train/four of clubs/137.jpg,four of clubs,four,train,four,clubs,4,115.57087053571429
1905,12,./data/train/four of clubs/138.jpg,four of clubs,four,train,four,clubs,4,152.0902024872449
1906,12,./data/train/four of clubs/139.jpg,four of clubs,four,train,four,clubs,4,218.33185188137756
1907,12,./data/train/four of clubs/140.jpg,four of clubs,four,train,four,clubs,4,130.53784677933675
1908,12,./data/train/four of clubs/141.jpg,four of clubs,four,train,four,clubs,4,42.945870535714285
1909,12,./data/train/four of clubs/142.jpg,four of clubs,four,train,four,clubs,4,232.67849170918367
1910,12,./data/train/four of clubs/143.jpg,four of clubs,four,train,four,clubs,4,190.10471141581633
1911,12,./data/train/four of clubs/144.jpg,four of clubs,four,train,four,clubs,4,220.07097018494898
1912,12,./data/train/four of clubs/145.jpg,four of clubs,four,train,four,clubs,4,192.65483498086735
1913,12,./data/train/four of clubs/146.jpg,four of clubs,four,train,four,clubs,4,191.81782126913265
1914,12,./data/train/four of clubs/147.jpg,four of clubs,four,train,four,clubs,4,217.3264309630102
1915,12,./data/train/four of clubs/148.jpg,four of clubs,four,train,four,clubs,4,44.08482142857143
1916,12,./data/train/four of clubs/149.jpg,four of clubs,four,train,four,clubs,4,136.27321827168367
1917,12,./data/train/four of clubs/150.jpg,four of clubs,four,train,four,clubs,4,206.3655333227041
1918,12,./data/train/four of clubs/151.jpg,four of clubs,four,train,four,clubs,4,227.8321906887755
1919,12,./data/train/four of clubs/152.jpg,four of clubs,four,train,four,clubs,4,225.99222735969389
1920,12,./data/train/four of clubs/153.jpg,four of clubs,four,train,four,clubs,4,220.82657047193877
1921,12,./data/train/four of clubs/154.jpg,four of clubs,four,train,four,clubs,4,228.09612165178572
1922,12,./data/train/four of clubs/155.jpg,four of clubs,four,train,four,clubs,4,214.82856345663265
1923,12,./data/train/four of clubs/156.jpg,four of clubs,four,train,four,clubs,4,213.4999402104592
1924,12,./data/train/four of clubs/157.jpg,four of clubs,four,train,four,clubs,4,223.36977838010205
1925,13,./data/train/four of diamonds/001.jpg,four of diamonds,four,train,four,diamonds,4,240.52038823341837
1926,13,./data/train/four of diamonds/002.jpg,four of diamonds,four,train,four,diamonds,4,230.59933035714286
1927,13,./data/train/four of diamonds/003.jpg,four of diamonds,four,train,four,diamonds,4,217.57800542091837
1928,13,./data/train/four of diamonds/004.jpg,four of diamonds,four,train,four,diamonds,4,28.487025669642858
1929,13,./data/train/four of diamonds/005.jpg,four of diamonds,four,train,four,diamonds,4,237.47837611607142
1930,13,./data/train/four of diamonds/006.jpg,four of diamonds,four,train,four,diamonds,4,235.90443638392858
1931,13,./data/train/four of diamonds/007.jpg,four of diamonds,four,train,four,diamonds,4,239.87914540816325
1932,13,./data/train/four of diamonds/008.jpg,four of diamonds,four,train,four,diamonds,4,235.00637755102042
1933,13,./data/train/four of diamonds/009.jpg,four of diamonds,four,train,four,diamonds,4,194.3385084502551
1934,13,./data/train/four of diamonds/010.jpg,four of diamonds,four,train,four,diamonds,4,228.9381776147959
1935,13,./data/train/four of diamonds/011.jpg,four of diamonds,four,train,four,diamonds,4,223.8294005102041
1936,13,./data/train/four of diamonds/012.jpg,four of diamonds,four,train,four,diamonds,4,209.69399713010205
1937,13,./data/train/four of diamonds/013.jpg,four of diamonds,four,train,four,diamonds,4,244.4322584502551
1938,13,./data/train/four of diamonds/014.jpg,four of diamonds,four,train,four,diamonds,4,178.8124003507653
1939,13,./data/train/four of diamonds/015.jpg,four of diamonds,four,train,four,diamonds,4,196.06694435586735
1940,13,./data/train/four of diamonds/016.jpg,four of diamonds,four,train,four,diamonds,4,219.4562141262755
1941,13,./data/train/four of diamonds/017.jpg,four of diamonds,four,train,four,diamonds,4,239.19070870535714
1942,13,./data/train/four of diamonds/018.jpg,four of diamonds,four,train,four,diamonds,4,191.67042012117346
1943,13,./data/train/four of diamonds/019.jpg,four of diamonds,four,train,four,diamonds,4,246.39604591836735
1944,13,./data/train/four of diamonds/020.jpg,four of diamonds,four,train,four,diamonds,4,234.82009327168367
